category,semantic_score
Management,0.30366328
Mechanical Engineer,0.33736077
Mechanical Engineer,0.38948148
Mechanical Engineer,0.40957975
Network Security Engineer,0.30811357
Network Security Engineer,0.4350322
Network Security Engineer,0.3772066
Operations Manager,0.36095476
Operations Manager,0.37161398
Operations Manager,0.4101445
PMO,0.34914288
PMO,0.36016878
PMO,0.3810404
Public Relations,0.31547177
Public Relations,0.4160438
Public Relations,0.33489048
Python Developer,0.39327005
Python Developer,0.31489283
Python Developer,0.37662518
React Developer,0.3439621
React Developer,0.36885506
React Developer,0.42367953
SAP Developer,0.3719128
SAP Developer,0.41416207
SAP Developer,0.4019845
SQL Developer,0.3452116
SQL Developer,0.39236385
SQL Developer,0.36240503
Sales,0.385927
Sales,0.34358472
Sales,0.32833502
Testing,0.34330615
Testing,0.33313426
Testing,0.31387454
Web Designing,0.35219318
Web Designing,0.370498
Web Designing,0.314909
Accountant,0.3606509
Accountant,0.44576198
Accountant,0.38701147
Advocate,0.37943566
Advocate,0.42733455
Advocate,0.4706496
Agriculture,0.24140255
Agriculture,0.4146272
Agriculture,0.27909607
Apparel,0.47001582
Apparel,0.43033782
Apparel,0.4769189
Architecture,0.3983295
Architecture,0.25213054
Architecture,0.34564483
Arts,0.32034206
Arts,0.2685906
Arts,0.2984806
Automobile,0.4485155
Automobile,0.37639707
Automobile,0.38080317
Aviation,0.34553424
Aviation,0.32880777
Aviation,0.33049774
BPO,0.45597714
BPO,0.3288098
BPO,0.44017366
Banking,0.41748238
Banking,0.31712195
Banking,0.3907917
Blockchain,0.24207172
Blockchain,0.40620464
Blockchain,0.22497073
Building and Construction,0.4512678
Building and Construction,0.3959306
Building and Construction,0.34180644
Business Analyst,0.39042822
Business Analyst,0.39316845
Business Analyst,0.30334327
Civil Engineer,0.417127
Civil Engineer,0.25463378
Civil Engineer,0.20666301
Consultant,0.25426355
Consultant,0.36715078
Consultant,0.46920726
Data Science,0.27096987
Data Science,0.38575673
Data Science,0.46108308
Database,0.3504666
Database,0.3562402
Database,0.31277877
Designing,0.2756403
Designing,0.24833253
Designing,0.4125419
DevOps,0.241308
DevOps,0.38167185
DevOps,0.3727718
Digital Media,0.2696643
Digital Media,0.3348077
Digital Media,0.5064212
DotNet Developer,0.33234143
DotNet Developer,0.3627862
DotNet Developer,0.30721486
ETL Developer,0.30880952
ETL Developer,0.3085309
ETL Developer,0.35842925
Education,0.29047093
Education,0.2323626
Education,0.27361786
Electrical Engineering,0.36647645
Electrical Engineering,0.27727968
Electrical Engineering,0.39430708
Finance,0.44879633
Finance,0.35408485
Finance,0.3844412
Food and Beverages,0.35318002
Food and Beverages,0.36538172
Food and Beverages,0.4079383
Health and Fitness,0.35335392
Health and Fitness,0.3492278
Health and Fitness,0.28871965
Human Resources,0.40937078
Human Resources,0.32194155
Human Resources,0.40684754
Information Technology,0.3321213
Information Technology,0.36442012
Information Technology,0.48047835
Java Developer,0.2874245
Java Developer,0.22493081
Java Developer,0.276159
Management,0.46977663
Management,0.31901532
Management,0.32352298
Mechanical Engineer,0.32920882
Mechanical Engineer,0.44532245
Mechanical Engineer,0.43985042
Network Security Engineer,0.21724597
Network Security Engineer,0.37411404
Network Security Engineer,0.38190898
Operations Manager,0.48014003
Operations Manager,0.44559875
Operations Manager,0.48170382
PMO,0.3509245
PMO,0.29415578
PMO,0.38022465
Public Relations,0.32512927
Public Relations,0.43151635
Public Relations,0.28959036
Python Developer,0.32181937
Python Developer,0.26099616
Python Developer,0.27374494
React Developer,0.28138542
React Developer,0.32766262
React Developer,0.41755632
SAP Developer,0.35832295
SAP Developer,0.42148852
SAP Developer,0.38674575
SQL Developer,0.2828536
SQL Developer,0.39715743
SQL Developer,0.3623674
Sales,0.40604594
Sales,0.4291718
Sales,0.5127306
Testing,0.24316576
Testing,0.28561985
Testing,0.27649885
Web Designing,0.28034788
Web Designing,0.33622944
Web Designing,0.22451134
Accountant,0.36640754
Accountant,0.48416817
Accountant,0.404887
Advocate,0.3406254
Advocate,0.45111915
Advocate,0.39670604
Agriculture,0.28008223
Agriculture,0.4196223
Agriculture,0.33828932
Apparel,0.5216308
Apparel,0.4127928
Apparel,0.5108366
Architecture,0.4551632
Architecture,0.2517793
Architecture,0.32748476
Arts,0.2594179
Arts,0.3230466
Arts,0.2030502
Automobile,0.40273762
Automobile,0.39633492
Automobile,0.46263912
Aviation,0.363962
Aviation,0.32485586
Aviation,0.29841208
BPO,0.44302976
BPO,0.34253222
BPO,0.43436024
Banking,0.42077076
Banking,0.2995726
Banking,0.4013902
Blockchain,0.2635177
Blockchain,0.40128395
Blockchain,0.30292374
Building and Construction,0.48174393
Building and Construction,0.42226493
Building and Construction,0.35155526
Business Analyst,0.35977182
Business Analyst,0.40836442
Business Analyst,0.3462118
Civil Engineer,0.40342847
Civil Engineer,0.2367407
Civil Engineer,0.25217432
Consultant,0.22496952
Consultant,0.38734576
Consultant,0.43550897
Data Science,0.28180808
Data Science,0.39890862
Data Science,0.44037592
Database,0.37296423
Database,0.3161319
Database,0.33912784
Designing,0.1955955
Designing,0.2879268
Designing,0.30941978
DevOps,0.2957723
DevOps,0.4081016
DevOps,0.39843023
Digital Media,0.2712125
Digital Media,0.32170674
Digital Media,0.46486726
DotNet Developer,0.30799404
DotNet Developer,0.39682424
DotNet Developer,0.30573168
ETL Developer,0.31571656
ETL Developer,0.3202089
ETL Developer,0.35072497
Education,0.29150262
Education,0.2598399
Education,0.271851
Electrical Engineering,0.4108047
Electrical Engineering,0.31333938
Electrical Engineering,0.46518272
Finance,0.44577137
Finance,0.33993453
Finance,0.36109853
Food and Beverages,0.41113442
Food and Beverages,0.40269125
Food and Beverages,0.4140135
Health and Fitness,0.364278
Health and Fitness,0.36752057
Health and Fitness,0.36281225
Human Resources,0.4465624
Human Resources,0.36168092
Human Resources,0.432423
Information Technology,0.3350264
Information Technology,0.37560785
Information Technology,0.48036438
Java Developer,0.27807313
Java Developer,0.2531262
Java Developer,0.29606822
Management,0.5194156
Management,0.33287537
Management,0.3670964
Mechanical Engineer,0.3250909
Mechanical Engineer,0.44227293
Mechanical Engineer,0.43688264
Network Security Engineer,0.27812713
Network Security Engineer,0.38295117
Network Security Engineer,0.39550626
Operations Manager,0.47583485
Operations Manager,0.49602637
Operations Manager,0.47360033
PMO,0.3171705
PMO,0.31272182
PMO,0.38309598
Public Relations,0.293206
Public Relations,0.43978283
Public Relations,0.300305
Python Developer,0.39144897
Python Developer,0.26296768
Python Developer,0.3028022
React Developer,0.23764986
React Developer,0.29254553
React Developer,0.42507383
SAP Developer,0.3562262
SAP Developer,0.37855825
SAP Developer,0.38959372
SQL Developer,0.27782792
SQL Developer,0.39199153
SQL Developer,0.3470093
Sales,0.4392682
Sales,0.46387815
Sales,0.48382705
Testing,0.28191924
Testing,0.28107154
Testing,0.25980583
Web Designing,0.32413194
Web Designing,0.34633696
Web Designing,0.24641307
Accountant,0.30678686
Accountant,0.49922538
Accountant,0.3615218
Advocate,0.34939885
Advocate,0.44950247
Advocate,0.43456304
Agriculture,0.26577717
Agriculture,0.39992598
Agriculture,0.3340045
Apparel,0.45660296
Apparel,0.45828685
Apparel,0.5223506
Architecture,0.42913756
Architecture,0.23743892
Architecture,0.3186207
Arts,0.342548
Arts,0.25381088
Arts,0.24375343
Automobile,0.37315384
Automobile,0.388684
Automobile,0.41440332
Aviation,0.327714
Aviation,0.29963684
Aviation,0.26772436
BPO,0.5324875
BPO,0.40131792
BPO,0.45369816
Banking,0.42182827
Banking,0.3280489
Banking,0.38290343
Blockchain,0.24562474
Blockchain,0.50477844
Blockchain,0.2551592
Building and Construction,0.50397253
Building and Construction,0.3897734
Building and Construction,0.35853067
Business Analyst,0.37738714
Business Analyst,0.37458244
Business Analyst,0.39890334
Civil Engineer,0.39523795
Civil Engineer,0.21440239
Civil Engineer,0.21344304
Consultant,0.27377006
Consultant,0.39894083
Consultant,0.42956343
Data Science,0.3154826
Data Science,0.43538198
Data Science,0.39300802
Database,0.37746224
Database,0.30963674
Database,0.30612186
Designing,0.2699149
Designing,0.3204121
Designing,0.36601672
DevOps,0.24111609
DevOps,0.39210662
DevOps,0.35002208
Digital Media,0.31984127
Digital Media,0.43949208
Digital Media,0.549967
DotNet Developer,0.33041072
DotNet Developer,0.36178365
DotNet Developer,0.3133346
ETL Developer,0.3353841
ETL Developer,0.35099044
ETL Developer,0.3824602
Education,0.29597166
Education,0.23648302
Education,0.28964037
Electrical Engineering,0.40254673
Electrical Engineering,0.27302492
Electrical Engineering,0.4305657
Finance,0.47165504
Finance,0.32852423
Finance,0.36401543
Food and Beverages,0.38496196
Food and Beverages,0.39306617
Food and Beverages,0.42489648
Health and Fitness,0.41469502
Health and Fitness,0.45860028
Health and Fitness,0.35470572
Human Resources,0.40486613
Human Resources,0.35298404
Human Resources,0.44912577
Information Technology,0.33037573
Information Technology,0.35338974
Information Technology,0.48227012
Java Developer,0.27736616
Java Developer,0.24066818
Java Developer,0.2977114
Management,0.4952983
Management,0.32623124
Management,0.34266505
Mechanical Engineer,0.380908
Mechanical Engineer,0.47380626
Mechanical Engineer,0.49413145
Network Security Engineer,0.19552948
Network Security Engineer,0.4356301
Network Security Engineer,0.33261254
Operations Manager,0.5176225
Operations Manager,0.53760237
Operations Manager,0.49330553
PMO,0.29209882
PMO,0.29123124
PMO,0.39163485
Public Relations,0.3220123
Public Relations,0.47966146
Public Relations,0.25735226
Python Developer,0.40311965
Python Developer,0.23668914
Python Developer,0.29498187
React Developer,0.32731596
React Developer,0.30490145
React Developer,0.44712973
SAP Developer,0.3454918
SAP Developer,0.44116187
SAP Developer,0.41679108
SQL Developer,0.25792006
SQL Developer,0.3704706
SQL Developer,0.34819236
Sales,0.4910748
Sales,0.4764239
Sales,0.48441473
Testing,0.28724426
Testing,0.33052996
Testing,0.29066333
Web Designing,0.278892
Web Designing,0.35843694
Web Designing,0.3158023
Accountant,0.33044618
Accountant,0.4395884
Accountant,0.3895458
Advocate,0.3575602
Advocate,0.42547965
Advocate,0.3491338
Agriculture,0.3020968
Agriculture,0.37593198
Agriculture,0.34947896
Apparel,0.36413476
Apparel,0.39820027
Apparel,0.40474102
Architecture,0.34436345
Architecture,0.27076244
Architecture,0.3518349
Arts,0.28938782
Arts,0.31967393
Arts,0.24460396
Automobile,0.33295542
Automobile,0.3536324
Automobile,0.39848074
Aviation,0.37929377
Aviation,0.25562474
Aviation,0.32335532
BPO,0.38198102
BPO,0.38115636
BPO,0.4447664
Banking,0.40902472
Banking,0.3802105
Banking,0.40852004
Blockchain,0.28778487
Blockchain,0.4353296
Blockchain,0.3141767
Building and Construction,0.40734464
Building and Construction,0.39079818
Building and Construction,0.3267462
Business Analyst,0.39496717
Business Analyst,0.40903312
Business Analyst,0.40242383
Civil Engineer,0.3463938
Civil Engineer,0.25211295
Civil Engineer,0.26819715
Consultant,0.22781445
Consultant,0.35814643
Consultant,0.44583777
Data Science,0.31873488
Data Science,0.38015684
Data Science,0.33710518
Database,0.3742345
Database,0.37555796
Database,0.37329006
Designing,0.25682214
Designing,0.23206179
Designing,0.3428354
DevOps,0.3259363
DevOps,0.40810302
DevOps,0.38420722
Digital Media,0.29892194
Digital Media,0.40190822
Digital Media,0.4041909
DotNet Developer,0.35187015
DotNet Developer,0.3655059
DotNet Developer,0.3751834
ETL Developer,0.35024795
ETL Developer,0.35135788
ETL Developer,0.4157196
Education,0.2719583
Education,0.24540113
Education,0.25828597
Electrical Engineering,0.3826193
Electrical Engineering,0.2804927
Electrical Engineering,0.4028175
Finance,0.40482122
Finance,0.38140982
Finance,0.38193956
Food and Beverages,0.3251237
Food and Beverages,0.3809115
Food and Beverages,0.37893593
Health and Fitness,0.33895314
Health and Fitness,0.33747074
Health and Fitness,0.28143016
Human Resources,0.43252158
Human Resources,0.3476008
Human Resources,0.42164797
Information Technology,0.40658405
Information Technology,0.44239512
Information Technology,0.44251868
Java Developer,0.3648837
Java Developer,0.29843098
Java Developer,0.36921963
Management,0.41186902
Management,0.36774704
Management,0.3567277
Mechanical Engineer,0.30739725
Mechanical Engineer,0.35786712
Mechanical Engineer,0.38984674
Network Security Engineer,0.31485873
Network Security Engineer,0.3867524
Network Security Engineer,0.36837924
Operations Manager,0.36592403
Operations Manager,0.43609926
Operations Manager,0.4645019
PMO,0.37601987
PMO,0.39087066
PMO,0.40203103
Public Relations,0.37668425
Public Relations,0.38214454
Public Relations,0.29082233
Python Developer,0.38723013
Python Developer,0.26300374
Python Developer,0.3737135
React Developer,0.30076385
React Developer,0.38103446
React Developer,0.43165705
SAP Developer,0.37245476
SAP Developer,0.41061285
SAP Developer,0.37567338
SQL Developer,0.36599344
SQL Developer,0.37021106
SQL Developer,0.39371955
Sales,0.3899332
Sales,0.41691598
Sales,0.41095412
Testing,0.28111526
Testing,0.2683573
Testing,0.2553478
Web Designing,0.40155372
Web Designing,0.3376134
Web Designing,0.3022186
Accountant,0.40432465
Accountant,0.48733923
Accountant,0.42932877
Advocate,0.35331613
Advocate,0.40846768
Advocate,0.3893343
Agriculture,0.3157907
Agriculture,0.3989509
Agriculture,0.31631997
Apparel,0.38583186
Apparel,0.3965883
Apparel,0.38764715
Architecture,0.34155548
Architecture,0.27368402
Architecture,0.32695052
Arts,0.26387364
Arts,0.28072405
Arts,0.20738593
Automobile,0.33545002
Automobile,0.3525833
Automobile,0.38091034
Aviation,0.35477602
Aviation,0.26362225
Aviation,0.29679877
BPO,0.4034978
BPO,0.333385
BPO,0.44303194
Banking,0.4506526
Banking,0.39705896
Banking,0.4216527
Blockchain,0.3088946
Blockchain,0.43279275
Blockchain,0.32480842
Building and Construction,0.3941975
Building and Construction,0.36858794
Building and Construction,0.3373584
Business Analyst,0.41879216
Business Analyst,0.4100297
Business Analyst,0.34794584
Civil Engineer,0.36342078
Civil Engineer,0.23822503
Civil Engineer,0.25883728
Consultant,0.25128612
Consultant,0.37046853
Consultant,0.45387602
Data Science,0.23776145
Data Science,0.3083053
Data Science,0.32024574
Database,0.34025165
Database,0.33568507
Database,0.36827558
Designing,0.21025504
Designing,0.28512734
Designing,0.39968696
DevOps,0.28195474
DevOps,0.38784665
DevOps,0.35679886
Digital Media,0.25557813
Digital Media,0.38323212
Digital Media,0.38763323
DotNet Developer,0.32703206
DotNet Developer,0.35289314
DotNet Developer,0.30992594
ETL Developer,0.3246252
ETL Developer,0.36233374
ETL Developer,0.34670848
Education,0.27800396
Education,0.24095327
Education,0.24066862
Electrical Engineering,0.38003707
Electrical Engineering,0.27790335
Electrical Engineering,0.3518533
Finance,0.43113163
Finance,0.42028335
Finance,0.41496044
Food and Beverages,0.2940749
Food and Beverages,0.39476952
Food and Beverages,0.3478401
Health and Fitness,0.30061787
Health and Fitness,0.3434912
Health and Fitness,0.24503447
Human Resources,0.41026828
Human Resources,0.36074322
Human Resources,0.38890246
Information Technology,0.3689437
Information Technology,0.42395958
Information Technology,0.4093209
Java Developer,0.31990913
Java Developer,0.25462082
Java Developer,0.32870236
Management,0.382125
Management,0.3453641
Management,0.3773461
Mechanical Engineer,0.28152686
Mechanical Engineer,0.3442001
Mechanical Engineer,0.37321466
Network Security Engineer,0.32264218
Network Security Engineer,0.35846898
Network Security Engineer,0.35884517
Operations Manager,0.3710288
Operations Manager,0.4315657
Operations Manager,0.4517024
PMO,0.37008846
PMO,0.37765542
PMO,0.43074828
Public Relations,0.34971648
Public Relations,0.37652788
Public Relations,0.2494215
Python Developer,0.34117493
Python Developer,0.22509596
Python Developer,0.3159837
React Developer,0.30943823
React Developer,0.3270732
React Developer,0.43310526
SAP Developer,0.35799038
SAP Developer,0.42050713
SAP Developer,0.38224766
SQL Developer,0.32106167
SQL Developer,0.36335778
SQL Developer,0.34397507
Sales,0.39575994
Sales,0.42440927
Sales,0.4028268
Testing,0.27857178
Testing,0.24589443
