category,semantic_score
Network Security Engineer,0.331598
Network Security Engineer,0.36389408
Network Security Engineer,0.35673758
Operations Manager,0.3215914
Operations Manager,0.3887724
Operations Manager,0.3812787
PMO,0.29185924
PMO,0.2911167
PMO,0.34238964
Public Relations,0.24689819
Public Relations,0.41663715
Public Relations,0.28325015
Python Developer,0.34918642
Python Developer,0.23995504
Python Developer,0.34373024
React Developer,0.29550427
React Developer,0.33620006
React Developer,0.43302014
SAP Developer,0.3786147
SAP Developer,0.35709068
SAP Developer,0.33762354
SQL Developer,0.3203485
SQL Developer,0.36131743
SQL Developer,0.32558137
Sales,0.4399143
Sales,0.3297439
Sales,0.36346298
Testing,0.30622435
Testing,0.31460372
Testing,0.2957484
Web Designing,0.3658041
Web Designing,0.3205211
Web Designing,0.3012237
Accountant,0.32377064
Accountant,0.38122445
Accountant,0.3334149
Advocate,0.44315785
Advocate,0.4401356
Advocate,0.41547602
Agriculture,0.28905177
Agriculture,0.33832705
Agriculture,0.267385
Apparel,0.32662636
Apparel,0.31580508
Apparel,0.30989012
Architecture,0.3287058
Architecture,0.2741445
Architecture,0.36544815
Arts,0.22324681
Arts,0.37823814
Arts,0.25784257
Automobile,0.3070597
Automobile,0.28952664
Automobile,0.37097898
Aviation,0.33361846
Aviation,0.25160378
Aviation,0.3642434
BPO,0.24843842
BPO,0.24629638
BPO,0.39823148
Banking,0.36067045
Banking,0.3075536
Banking,0.45224348
Blockchain,0.26076496
Blockchain,0.31574962
Blockchain,0.22847618
Building and Construction,0.3501793
Building and Construction,0.33447316
Building and Construction,0.317461
Business Analyst,0.36114466
Business Analyst,0.35086843
Business Analyst,0.31883937
Civil Engineer,0.35175323
Civil Engineer,0.27086538
Civil Engineer,0.25735423
Consultant,0.36267206
Consultant,0.31450373
Consultant,0.35570103
Data Science,0.33657792
Data Science,0.32359523
Data Science,0.38315523
Database,0.31761503
Database,0.33362257
Database,0.2920331
Designing,0.25314093
Designing,0.22915362
Designing,0.28385237
DevOps,0.22468328
DevOps,0.32077166
DevOps,0.35781792
Digital Media,0.2934973
Digital Media,0.30930483
Digital Media,0.28383726
DotNet Developer,0.29137313
DotNet Developer,0.32333142
DotNet Developer,0.29872468
ETL Developer,0.2686144
ETL Developer,0.26839998
ETL Developer,0.3564833
Education,0.31858274
Education,0.26988444
Education,0.24689224
Electrical Engineering,0.3390331
Electrical Engineering,0.2848393
Electrical Engineering,0.37114766
Finance,0.39017743
Finance,0.30867955
Finance,0.3249555
Food and Beverages,0.29735753
Food and Beverages,0.30549237
Food and Beverages,0.31726015
Health and Fitness,0.36050063
Health and Fitness,0.4253394
Health and Fitness,0.36489356
Human Resources,0.39848736
Human Resources,0.3838967
Human Resources,0.44958907
Information Technology,0.33941033
Information Technology,0.33797172
Information Technology,0.36411345
Java Developer,0.2808957
Java Developer,0.27066123
Java Developer,0.28862777
Management,0.3225794
Management,0.3057962
Management,0.29968312
Mechanical Engineer,0.2903221
Mechanical Engineer,0.3179042
Mechanical Engineer,0.3169961
Network Security Engineer,0.27932057
Network Security Engineer,0.36960804
Network Security Engineer,0.35249382
Operations Manager,0.34593472
Operations Manager,0.3632379
Operations Manager,0.3834209
PMO,0.32274348
PMO,0.34732613
PMO,0.3177724
Public Relations,0.2800668
Public Relations,0.34887645
Public Relations,0.34298167
Python Developer,0.29999885
Python Developer,0.23855785
Python Developer,0.30358216
React Developer,0.25773928
React Developer,0.28751877
React Developer,0.46503597
SAP Developer,0.36360496
SAP Developer,0.3899034
SAP Developer,0.33885473
SQL Developer,0.29877037
SQL Developer,0.34561202
SQL Developer,0.3194123
Sales,0.40983695
Sales,0.28564766
Sales,0.36577794
Testing,0.43711632
Testing,0.4218141
Testing,0.4477038
Web Designing,0.3082298
Web Designing,0.3088206
Web Designing,0.24067405
Accountant,0.3721958
Accountant,0.4762749
Accountant,0.39756396
Advocate,0.37751985
Advocate,0.4448004
Advocate,0.43675855
Agriculture,0.32977602
Agriculture,0.44231328
Agriculture,0.31559566
Apparel,0.38999167
Apparel,0.41856003
Apparel,0.3914833
Architecture,0.3769331
Architecture,0.28985727
Architecture,0.38705075
Arts,0.22732148
Arts,0.36546007
Arts,0.24038143
Automobile,0.35178483
Automobile,0.34640837
Automobile,0.44205457
Aviation,0.3710391
Aviation,0.32361564
Aviation,0.39419118
BPO,0.33398148
BPO,0.4119531
BPO,0.5017686
Banking,0.39301318
Banking,0.36132348
Banking,0.5313062
Blockchain,0.27412793
Blockchain,0.40443835
Blockchain,0.2644
Building and Construction,0.42705262
Building and Construction,0.4242345
Building and Construction,0.3263489
Business Analyst,0.39646795
Business Analyst,0.40712672
Business Analyst,0.39299336
Civil Engineer,0.39930186
Civil Engineer,0.27281275
Civil Engineer,0.26205605
Consultant,0.2763014
Consultant,0.38825852
Consultant,0.4450004
Data Science,0.35590354
Data Science,0.3751302
Data Science,0.43479213
Database,0.37540203
Database,0.3828872
Database,0.3677949
Designing,0.22122832
Designing,0.30930424
Designing,0.30440575
DevOps,0.31081465
DevOps,0.3878655
DevOps,0.4247216
Digital Media,0.2732584
Digital Media,0.35773224
Digital Media,0.3487255
DotNet Developer,0.34565654
DotNet Developer,0.36286944
DotNet Developer,0.36673713
ETL Developer,0.32625678
ETL Developer,0.31883037
ETL Developer,0.42993808
Education,0.32742402
Education,0.28192607
Education,0.28075257
Electrical Engineering,0.42281595
Electrical Engineering,0.30150273
Electrical Engineering,0.46542796
Finance,0.46327212
Finance,0.37989128
Finance,0.46261695
Food and Beverages,0.36602807
Food and Beverages,0.39314553
Food and Beverages,0.38859272
Health and Fitness,0.3716145
Health and Fitness,0.38955233
Health and Fitness,0.31551403
Human Resources,0.5051113
Human Resources,0.41696125
Human Resources,0.4914356
Information Technology,0.43461493
Information Technology,0.42501262
Information Technology,0.44578403
Java Developer,0.35682437
Java Developer,0.3047992
Java Developer,0.34517297
Management,0.44415432
Management,0.39857516
Management,0.3436374
Mechanical Engineer,0.36571887
Mechanical Engineer,0.3891367
Mechanical Engineer,0.37549198
Network Security Engineer,0.34166372
Network Security Engineer,0.42292702
Network Security Engineer,0.39709684
Operations Manager,0.39126414
Operations Manager,0.432831
Operations Manager,0.4885822
PMO,0.42571068
PMO,0.42710093
PMO,0.41879126
Public Relations,0.3247361
Public Relations,0.43660003
Public Relations,0.30976456
Python Developer,0.34312066
Python Developer,0.2513912
Python Developer,0.33918384
React Developer,0.28619656
React Developer,0.3699908
React Developer,0.49967787
SAP Developer,0.41323492
SAP Developer,0.4419746
SAP Developer,0.41562408
SQL Developer,0.36089823
SQL Developer,0.40779856
SQL Developer,0.41065916
Sales,0.43236372
Sales,0.40161237
Sales,0.39912593
Testing,0.38990298
Testing,0.3440558
Testing,0.338091
Web Designing,0.35999635
Web Designing,0.35529384
Web Designing,0.26991007
Accountant,0.3447349
Accountant,0.4446028
Accountant,0.38560337
Advocate,0.3483343
Advocate,0.41181988
Advocate,0.36161903
Agriculture,0.28945017
Agriculture,0.36437383
Agriculture,0.312242
Apparel,0.34691945
Apparel,0.3793542
Apparel,0.38602483
Architecture,0.32082272
Architecture,0.2910572
Architecture,0.34682724
Arts,0.29957095
Arts,0.32594648
Arts,0.26622316
Automobile,0.30748802
Automobile,0.3257296
Automobile,0.34916356
Aviation,0.32666603
Aviation,0.23029983
Aviation,0.29102448
BPO,0.38353193
BPO,0.34523582
BPO,0.41683084
Banking,0.3843573
Banking,0.35271627
Banking,0.40423393
Blockchain,0.30142525
Blockchain,0.3928837
Blockchain,0.2898982
Building and Construction,0.38119486
Building and Construction,0.3316947
Building and Construction,0.3174017
Business Analyst,0.3684303
Business Analyst,0.3842678
Business Analyst,0.34239104
Civil Engineer,0.33988494
Civil Engineer,0.25242296
Civil Engineer,0.2746984
Consultant,0.27306297
Consultant,0.34832466
Consultant,0.4118736
Data Science,0.30882645
Data Science,0.35539585
Data Science,0.3002943
Database,0.3284227
Database,0.3141047
Database,0.3401611
Designing,0.26647863
Designing,0.2521627
Designing,0.3678524
DevOps,0.27917197
DevOps,0.34354088
DevOps,0.347847
Digital Media,0.33003098
Digital Media,0.40706933
Digital Media,0.41898796
DotNet Developer,0.31942436
DotNet Developer,0.32651088
DotNet Developer,0.33055127
ETL Developer,0.29118252
ETL Developer,0.29669893
ETL Developer,0.35398963
Education,0.2942293
Education,0.2676532
Education,0.2732691
Electrical Engineering,0.33667585
Electrical Engineering,0.23998582
Electrical Engineering,0.3691612
Finance,0.4017822
Finance,0.36580458
Finance,0.35869285
Food and Beverages,0.30244896
Food and Beverages,0.36429888
Food and Beverages,0.3481307
Health and Fitness,0.33442584
Health and Fitness,0.35014153
Health and Fitness,0.27208284
Human Resources,0.41086942
Human Resources,0.3580983
Human Resources,0.3905442
Information Technology,0.38145664
Information Technology,0.41536817
Information Technology,0.41193172
Java Developer,0.32075068
Java Developer,0.25795254
Java Developer,0.29829657
Management,0.39769545
Management,0.34432095
Management,0.33858687
Mechanical Engineer,0.26693872
Mechanical Engineer,0.33040443
Mechanical Engineer,0.35534054
Network Security Engineer,0.29287386
Network Security Engineer,0.34841987
Network Security Engineer,0.33927333
Operations Manager,0.3748488
Operations Manager,0.41645512
Operations Manager,0.41834226
PMO,0.34467265
PMO,0.34820667
PMO,0.38836047
Public Relations,0.3774441
Public Relations,0.3656456
Public Relations,0.30352375
Python Developer,0.35406697
Python Developer,0.23328824
Python Developer,0.32751778
React Developer,0.32907045
React Developer,0.3075597
React Developer,0.42291054
SAP Developer,0.33202943
SAP Developer,0.39243886
SAP Developer,0.32887027
SQL Developer,0.31533813
SQL Developer,0.34249285
SQL Developer,0.33535713
Sales,0.38547033
Sales,0.40938
Sales,0.4094557
Testing,0.27265865
Testing,0.2614976
Testing,0.24921055
Web Designing,0.35689184
Web Designing,0.3070211
Web Designing,0.34105662
Accountant,0.35226014
Accountant,0.4443692
Accountant,0.37511405
Advocate,0.36678484
Advocate,0.41762716
Advocate,0.4072491
Agriculture,0.28521585
Agriculture,0.39632323
Agriculture,0.28021574
Apparel,0.37113425
Apparel,0.39129812
Apparel,0.39691988
Architecture,0.34037754
Architecture,0.27844706
Architecture,0.393199
Arts,0.26610672
Arts,0.378889
Arts,0.24327801
Automobile,0.35658965
Automobile,0.3081713
Automobile,0.42733192
Aviation,0.36715236
Aviation,0.29484484
Aviation,0.3664881
BPO,0.3436981
BPO,0.36685383
BPO,0.4162009
Banking,0.38515738
Banking,0.32833543
Banking,0.40869886
Blockchain,0.2551628
Blockchain,0.3963315
Blockchain,0.24444108
Building and Construction,0.4100867
Building and Construction,0.38409007
Building and Construction,0.31942242
Business Analyst,0.363167
Business Analyst,0.35458434
Business Analyst,0.3321929
Civil Engineer,0.42619252
Civil Engineer,0.24360974
Civil Engineer,0.24807058
Consultant,0.24552086
Consultant,0.385975
Consultant,0.45248306
Data Science,0.3394411
Data Science,0.38442665
Data Science,0.33904564
Database,0.38010678
Database,0.33318195
Database,0.3252529
Designing,0.22497155
Designing,0.25161183
Designing,0.2993202
DevOps,0.31369066
DevOps,0.34440404
DevOps,0.37378845
Digital Media,0.29355395
Digital Media,0.39318192
Digital Media,0.36496344
DotNet Developer,0.28526938
DotNet Developer,0.35207704
DotNet Developer,0.34393346
ETL Developer,0.28593987
ETL Developer,0.30420867
ETL Developer,0.38267928
Education,0.3293032
Education,0.2676634
Education,0.30541354
Electrical Engineering,0.4008078
Electrical Engineering,0.281204
Electrical Engineering,0.40171233
Finance,0.40401268
Finance,0.39278424
Finance,0.41608286
Food and Beverages,0.35619533
Food and Beverages,0.38813466
Food and Beverages,0.39119908
Health and Fitness,0.33211717
Health and Fitness,0.33196113
Health and Fitness,0.29753038
Human Resources,0.44056165
Human Resources,0.3217151
Human Resources,0.42044577
Information Technology,0.39857122
Information Technology,0.4120549
Information Technology,0.39966708
Java Developer,0.31511188
Java Developer,0.23505852
Java Developer,0.30131355
Management,0.42217135
Management,0.36817214
Management,0.3245412
Mechanical Engineer,0.28239903
Mechanical Engineer,0.37502006
Mechanical Engineer,0.35058823
Network Security Engineer,0.28750667
Network Security Engineer,0.37822035
Network Security Engineer,0.34786204
Operations Manager,0.40515262
Operations Manager,0.4205286
Operations Manager,0.4476637
PMO,0.35188285
PMO,0.36473104
PMO,0.39912906
Public Relations,0.39987892
Public Relations,0.43701696
Public Relations,0.36974832
Python Developer,0.31268236
Python Developer,0.24960212
Python Developer,0.29743883
React Developer,0.276657
React Developer,0.3123528
React Developer,0.4479667
SAP Developer,0.34581706
SAP Developer,0.4080579
SAP Developer,0.33842605
SQL Developer,0.29342312
SQL Developer,0.35832402
SQL Developer,0.364007
Sales,0.43827692
Sales,0.37678462
Sales,0.35532045
Testing,0.33584037
Testing,0.31573775
Testing,0.30142394
Web Designing,0.3313553
Web Designing,0.30498043
Web Designing,0.27493694
Accountant,0.3522051
Accountant,0.46717027
Accountant,0.35717145
Advocate,0.34639457
Advocate,0.44030342
Advocate,0.40455288
Agriculture,0.28029272
Agriculture,0.39979154
Agriculture,0.26862335
Apparel,0.46585542
Apparel,0.4108375
Apparel,0.46898448
Architecture,0.41647473
Architecture,0.26432705
Architecture,0.34776983
Arts,0.28332716
Arts,0.3099117
Arts,0.25615975
Automobile,0.35438898
Automobile,0.37025496
Automobile,0.46601072
Aviation,0.32118627
Aviation,0.2867599
Aviation,0.30214694
BPO,0.48853475
BPO,0.29456958
BPO,0.44699442
Banking,0.41596368
Banking,0.3471594
Banking,0.3865763
Blockchain,0.22757575
Blockchain,0.43139642
Blockchain,0.25157234
Building and Construction,0.46986964
Building and Construction,0.39799774
Building and Construction,0.34035358
Business Analyst,0.34215438
Business Analyst,0.37728533
Business Analyst,0.33865765
Civil Engineer,0.37403575
Civil Engineer,0.24814473
Civil Engineer,0.2208657
Consultant,0.24441493
Consultant,0.35753605
Consultant,0.40835547
Data Science,0.3094589
Data Science,0.39131653
Data Science,0.40661386
Database,0.32035422
Database,0.33497807
Database,0.31181172
Designing,0.25898138
Designing,0.30491
Designing,0.35853568
DevOps,0.23930188
DevOps,0.36954695
DevOps,0.36105347
Digital Media,0.3011445
Digital Media,0.3520978
Digital Media,0.5089336
DotNet Developer,0.32469144
DotNet Developer,0.3772804
DotNet Developer,0.27238977
ETL Developer,0.3056544
ETL Developer,0.29924446
ETL Developer,0.36034262
Education,0.31496474
Education,0.25359178
Education,0.26766968
Electrical Engineering,0.36543053
Electrical Engineering,0.29850346
Electrical Engineering,0.41079676
Finance,0.42321116
Finance,0.32446134
Finance,0.33916116
Food and Beverages,0.3752227
Food and Beverages,0.40653136
Food and Beverages,0.38766468
Health and Fitness,0.3770498
Health and Fitness,0.4044438
Health and Fitness,0.31232962
Human Resources,0.41493443
Human Resources,0.30532435
Human Resources,0.4226771
Information Technology,0.32959905
Information Technology,0.36801073
Information Technology,0.49030486
Java Developer,0.28654298
Java Developer,0.26104182
Java Developer,0.28040987
Management,0.4868196
Management,0.31120434
Management,0.33554128
Mechanical Engineer,0.3084635
Mechanical Engineer,0.43269035
Mechanical Engineer,0.4425726
Network Security Engineer,0.23962481
Network Security Engineer,0.38918972
Network Security Engineer,0.33145064
Operations Manager,0.45368013
Operations Manager,0.46062165
Operations Manager,0.48220235
PMO,0.28503805
PMO,0.3120699
PMO,0.37285727
Public Relations,0.31489938
Public Relations,0.45313793
Public Relations,0.30235013
Python Developer,0.3270522
Python Developer,0.23083045
Python Developer,0.2896201
React Developer,0.31072143
React Developer,0.29376885
React Developer,0.43427148
SAP Developer,0.32407454
SAP Developer,0.4017602
SAP Developer,0.37879503
SQL Developer,0.27273947
SQL Developer,0.37535357
SQL Developer,0.32729083
Sales,0.4864912
Sales,0.42772993
Sales,0.44025934
Testing,0.2957984
Testing,0.31247434
Testing,0.281055
Web Designing,0.2902299
Web Designing,0.3175537
Web Designing,0.3006291
Accountant,0.34912777
Accountant,0.47577447
Accountant,0.37601537
Advocate,0.35460317
Advocate,0.41170046
Advocate,0.39385176
Agriculture,0.37175414
Agriculture,0.5032269
Agriculture,0.2954153
Apparel,0.35818753
Apparel,0.4488799
Apparel,0.37546957
Architecture,0.3276478
Architecture,0.35762784
Architecture,0.39333248
Arts,0.31998432
Arts,0.376356
Arts,0.24254005
Automobile,0.30020702
Automobile,0.33988193
Automobile,0.41314653
Aviation,0.34698325
Aviation,0.29791388
Aviation,0.3859947
BPO,0.3382505
BPO,0.48420632
BPO,0.4637173
Banking,0.3760573
Banking,0.34890673
Banking,0.43735456
Blockchain,0.30132037
Blockchain,0.41570878
Blockchain,0.30322707
Building and Construction,0.42741987
Building and Construction,0.44446245
Building and Construction,0.37387335
Business Analyst,0.4850135
Business Analyst,0.435066
Business Analyst,0.4435907
Civil Engineer,0.37421638
Civil Engineer,0.26011595
Civil Engineer,0.3556296
Consultant,0.21623234
Consultant,0.38195267
Consultant,0.46461922
Data Science,0.3370681
Data Science,0.35198203
Data Science,0.33035865
Database,0.35979968
Database,0.40732157
Database,0.39576146
Designing,0.2730788
Designing,0.2583245
Designing,0.4161769
DevOps,0.31894073
DevOps,0.45333135
DevOps,0.41567892
Digital Media,0.2805271
Digital Media,0.45001948
Digital Media,0.4274991
DotNet Developer,0.42733446
DotNet Developer,0.34080783
DotNet Developer,0.45791534
ETL Developer,0.33285534
ETL Developer,0.37146965
ETL Developer,0.45929772
Education,0.3116313
Education,0.25257707
Education,0.24662405
Electrical Engineering,0.39521196
Electrical Engineering,0.30686513
Electrical Engineering,0.40715688
Finance,0.46276793
Finance,0.43562686
Finance,0.48397782
Food and Beverages,0.36038536
Food and Beverages,0.39130032
Food and Beverages,0.36642095
Health and Fitness,0.31988612
Health and Fitness,0.3212856
Health and Fitness,0.24728352
Human Resources,0.49902838
Human Resources,0.31969747
Human Resources,0.41654027
Information Technology,0.4970814
Information Technology,0.45651114
Information Technology,0.4166038
Java Developer,0.37352824
Java Developer,0.31094187
Java Developer,0.38097298
Management,0.4185081
Management,0.36629865
Management,0.3534764
Mechanical Engineer,0.41203597
Mechanical Engineer,0.37988278
Mechanical Engineer,0.41245258
Network Security Engineer,0.29846063
Network Security Engineer,0.41205525
Network Security Engineer,0.4149134
Operations Manager,0.37066558
Operations Manager,0.41415107
Operations Manager,0.50166786
PMO,0.47908142
PMO,0.47232696
PMO,0.48985526
Public Relations,0.41272205
Public Relations,0.38846847
Public Relations,0.28373656
Python Developer,0.3421078
Python Developer,0.2975281
Python Developer,0.37575737
React Developer,0.3942808
React Developer,0.38338646
React Developer,0.4779033
SAP Developer,0.3591099
SAP Developer,0.50666094
SAP Developer,0.39677745
SQL Developer,0.34218165
SQL Developer,0.38847786
SQL Developer,0.38041958
Sales,0.39274362
Sales,0.38124102
Sales,0.356619
Testing,0.3162982
Testing,0.28232685
Testing,0.27605832
Web Designing,0.4185501
Web Designing,0.4128162
Web Designing,0.29198503
Accountant,0.28332776
Accountant,0.4243425
Accountant,0.29689682
Advocate,0.24512713
Advocate,0.34157416
Advocate,0.28914255
Agriculture,0.282446
Agriculture,0.36955607
Agriculture,0.25597963
Apparel,0.3333003
Apparel,0.40631643
Apparel,0.40442836
Architecture,0.30653504
Architecture,0.24663317
Architecture,0.2441626
Arts,0.28523642
Arts,0.26163515
Arts,0.21431613
Automobile,0.30216363
Automobile,0.26417652
Automobile,0.33514392
Aviation,0.24535954
Aviation,0.181845
Aviation,0.20674299
BPO,0.41153613
BPO,0.24787919
BPO,0.41762438
Banking,0.3487406
Banking,0.417498
Banking,0.3221922
Blockchain,0.2627583
Blockchain,0.4152675
Blockchain,0.32730648
Building and Construction,0.37555513
Building and Construction,0.2971068
Building and Construction,0.26311824
Business Analyst,0.3319525
Business Analyst,0.3417696
Business Analyst,0.3509483
Civil Engineer,0.2710724
Civil Engineer,0.15019934
Civil Engineer,0.19634815
Consultant,0.22398366
Consultant,0.33189532
Consultant,0.41191483
Data Science,0.22844946
Data Science,0.26103392
Data Science,0.2922386
Database,0.3064899
Database,0.27627102
Database,0.32724
Designing,0.30310863
Designing,0.20588344
Designing,0.33513203
DevOps,0.22230886
DevOps,0.33239654
DevOps,0.303036
Digital Media,0.31961432
Digital Media,0.3717228
Digital Media,0.452147
DotNet Developer,0.3467141
DotNet Developer,0.36504224
DotNet Developer,0.28769186
ETL Developer,0.31779596
ETL Developer,0.28490454
ETL Developer,0.33723876
Education,0.20773084
Education,0.19286837
Education,0.20804882
Electrical Engineering,0.24842758
Electrical Engineering,0.19469132
Electrical Engineering,0.3530663
Finance,0.32826293
Finance,0.2947968
Finance,0.31126416
Food and Beverages,0.3418956
Food and Beverages,0.2814509
Food and Beverages,0.32253504
Health and Fitness,0.23687913
Health and Fitness,0.28387466
Health and Fitness,0.21352713
Human Resources,0.33802238
Human Resources,0.21283455
Human Resources,0.33879974
Information Technology,0.31829616
Information Technology,0.3961896
Information Technology,0.44903228
Java Developer,0.2727805
Java Developer,0.29688075
Java Developer,0.320485
Management,0.40424773
Management,0.2626019
Management,0.29585662
Mechanical Engineer,0.21598367
Mechanical Engineer,0.30618718
Mechanical Engineer,0.30363068
Network Security Engineer,0.25081763
Network Security Engineer,0.39859012
Network Security Engineer,0.29420033
Operations Manager,0.3427609
Operations Manager,0.39271104
Operations Manager,0.40628707
PMO,0.32333454
PMO,0.2959735
PMO,0.37489894
Public Relations,0.29610404
Public Relations,0.30292514
Public Relations,0.28171957
Python Developer,0.3927767
Python Developer,0.19903149
Python Developer,0.27559236
React Developer,0.39594808
React Developer,0.28076676
React Developer,0.33123323
SAP Developer,0.31804362
SAP Developer,0.3956776
SAP Developer,0.36370194
SQL Developer,0.2519559
SQL Developer,0.33523884
SQL Developer,0.27433845
Sales,0.37570298
Sales,0.43736538
Sales,0.37947014
Testing,0.18101095
Testing,0.17036319
Testing,0.19047822
Web Designing,0.30138654
Web Designing,0.27708605
Web Designing,0.3099623
Accountant,0.32917014
Accountant,0.4494126
Accountant,0.4240214
Advocate,0.35987422
Advocate,0.3561675
Advocate,0.34223402
Agriculture,0.22484557
Agriculture,0.30439192
Agriculture,0.24608712
Apparel,0.3377384
Apparel,0.33099386
Apparel,0.28972974
Architecture,0.26280478
Architecture,0.29750958
Architecture,0.38546628
Arts,0.23671313
Arts,0.30113348
Arts,0.20874526
Automobile,0.2905846
Automobile,0.25157595
Automobile,0.33393165
Aviation,0.27507785
Aviation,0.20258237
Aviation,0.28777796
BPO,0.33019972
BPO,0.29609668
BPO,0.35931364
Banking,0.3814543
Banking,0.33737707
Banking,0.36571923
Blockchain,0.22891593
Blockchain,0.34524828
Blockchain,0.23866914
Building and Construction,0.30412582
Building and Construction,0.29905728
Building and Construction,0.3144873
Business Analyst,0.35378703
Business Analyst,0.33928764
Business Analyst,0.32294258
Civil Engineer,0.34307447
Civil Engineer,0.21541981
Civil Engineer,0.24075967
Consultant,0.22094645
Consultant,0.28457072
Consultant,0.37852544
Data Science,0.27811214
Data Science,0.31611505
Data Science,0.2847391
Database,0.25873125
Database,0.25172758
Database,0.26929063
Designing,0.18136328
Designing,0.24890795
Designing,0.29701743
DevOps,0.22457813
DevOps,0.2854392
DevOps,0.2913802
Digital Media,0.26628616
Digital Media,0.29426423
Digital Media,0.29677504
DotNet Developer,0.2708232
DotNet Developer,0.28359976
DotNet Developer,0.24553397
ETL Developer,0.25179812
ETL Developer,0.25887084
ETL Developer,0.31384808
Education,0.26939288
Education,0.21573308
Education,0.22358535
Electrical Engineering,0.26028186
Electrical Engineering,0.25307426
Electrical Engineering,0.31383148
Finance,0.35213566
Finance,0.33164528
Finance,0.34395224
Food and Beverages,0.2557422
Food and Beverages,0.29528695
Food and Beverages,0.29162753
Health and Fitness,0.2616853
Health and Fitness,0.30152664
Health and Fitness,0.23400909
Human Resources,0.36627805
Human Resources,0.28398785
Human Resources,0.3546117
Information Technology,0.30457935
Information Technology,0.3288688
Information Technology,0.32810584
Java Developer,0.27470073
Java Developer,0.24064822
Java Developer,0.25337943
Management,0.32625034
Management,0.3513306
Management,0.26828873
Mechanical Engineer,0.25916576
Mechanical Engineer,0.27791616
Mechanical Engineer,0.28338906
Network Security Engineer,0.22592539
Network Security Engineer,0.27548206
Network Security Engineer,0.3190593
Operations Manager,0.2963056
Operations Manager,0.33030668
Operations Manager,0.34423122
PMO,0.28057757
PMO,0.31267777
PMO,0.29156992
Public Relations,0.2858678
Public Relations,0.36689138
Public Relations,0.2742434
Python Developer,0.27235994
Python Developer,0.20397095
Python Developer,0.25203195
React Developer,0.2295089
React Developer,0.25615183
React Developer,0.3835792
SAP Developer,0.32253677
SAP Developer,0.37278762
SAP Developer,0.36618602
SQL Developer,0.2447227
SQL Developer,0.3219134
SQL Developer,0.3015337
Sales,0.3465527
Sales,0.31518885
Sales,0.30986133
Testing,0.28821295
Testing,0.25884315
Testing,0.25793952
Web Designing,0.27903476
Web Designing,0.25284848
Web Designing,0.2471884
Accountant,0.3484428
Accountant,0.38493297
Accountant,0.36003542
Advocate,0.3394078
Advocate,0.41884977
Advocate,0.30863616
Agriculture,0.2937237
Agriculture,0.3300116
Agriculture,0.29064247
Apparel,0.35281283
Apparel,0.31867903
Apparel,0.37254682
Architecture,0.31627053
Architecture,0.27491486
Architecture,0.3436867
Arts,0.24771607
Arts,0.2933548
Arts,0.24625471
Automobile,0.36140147
Automobile,0.3916288
Automobile,0.4105802
Aviation,0.34207124
Aviation,0.29880956
Aviation,0.31765002
BPO,0.3378706
BPO,0.28797296
BPO,0.38402036
Banking,0.3651586
Banking,0.3181683
Banking,0.3852025
Blockchain,0.30738232
Blockchain,0.33481178
Blockchain,0.2822406
Building and Construction,0.37850183
Building and Construction,0.3695829
Building and Construction,0.34851012
Business Analyst,0.36055112
Business Analyst,0.35165915
Business Analyst,0.2690539
Civil Engineer,0.34752882
Civil Engineer,0.2876897
Civil Engineer,0.31677273
Consultant,0.23842867
Consultant,0.30796793
Consultant,0.36847386
Data Science,0.2868618
Data Science,0.31057706
Data Science,0.32033637
Database,0.32307327
Database,0.31206784
Database,0.31440502
Designing,0.16298482
Designing,0.24952208
Designing,0.29454923
DevOps,0.24959004
DevOps,0.3225751
DevOps,0.33510375
Digital Media,0.265023
Digital Media,0.29674485
Digital Media,0.29845855
DotNet Developer,0.2742659
DotNet Developer,0.33310848
DotNet Developer,0.29235044
ETL Developer,0.27269015
ETL Developer,0.28445634
ETL Developer,0.31826264
Education,0.27520576
Education,0.25628516
Education,0.29066595
Electrical Engineering,0.36945102
Electrical Engineering,0.3429532
Electrical Engineering,0.3699957
Finance,0.3817384
Finance,0.32977462
Finance,0.30058694
Food and Beverages,0.3185565
Food and Beverages,0.31119624
Food and Beverages,0.2947577
Health and Fitness,0.29388365
Health and Fitness,0.32913926
Health and Fitness,0.29878175
Human Resources,0.4111263
Human Resources,0.3850442
Human Resources,0.38261622
Information Technology,0.31861588
Information Technology,0.3423635
Information Technology,0.37627748
Java Developer,0.2784056
Java Developer,0.2452752
Java Developer,0.2887732
Management,0.35701203
Management,0.30592874
Management,0.36200553
Mechanical Engineer,0.35395598
Mechanical Engineer,0.33868805
Mechanical Engineer,0.3616097
Network Security Engineer,0.31318513
Network Security Engineer,0.33309728
Network Security Engineer,0.32196018
Operations Manager,0.30911624
Operations Manager,0.3847626
Operations Manager,0.36412063
PMO,0.30626652
PMO,0.32639718
PMO,0.3370585
Public Relations,0.25664485
Public Relations,0.33549532
Public Relations,0.22505176
Python Developer,0.30961448
Python Developer,0.2225542
Python Developer,0.30916226
React Developer,0.23684801
React Developer,0.28879124
React Developer,0.39393312
SAP Developer,0.3385148
SAP Developer,0.34252328
SAP Developer,0.36680153
SQL Developer,0.29054826
SQL Developer,0.3370857
SQL Developer,0.30853763
Sales,0.36927915
Sales,0.32120278
Sales,0.34026802
Testing,0.3069859
Testing,0.25963756
Testing,0.30954534
Web Designing,0.3010532
Web Designing,0.2822289
